Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education_High School,Education_Master's,Education_PhD,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,HasMortgage_Yes,HasDependents_Yes,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,HasCoSigner_Yes,Default,LoanID
0.8303329914078529,1.0558129213400327,1.6664182335232962,-1.054968894656575,0.3544380702977075,0.44179017605916293,-0.7973930609135211,0.6965505949225201,-0.040605370199421384,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,LID00000001
1.699410109249967,-1.3874479333682168,1.581268843887795,-0.394605495165087,1.305116350659997,0.44179017605916293,1.2232647324529449,-1.421053564752754,-1.7293834637528975,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,LID00000002
0.16181213152930363,-1.6578538272641985,0.3968476143676993,0.7122893458873119,-1.2876425957826108,-0.4503998094190272,1.6667870903719235,-1.421053564752754,-0.30041738459226386,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,LID00000003
-0.7741170723006654,-0.43750786644007555,0.8593777428057965,-0.023544156403203276,0.1527790411299491,-1.3425897948972172,0.043044220702442,1.4024186481476115,0.2192066441934213,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,LID00000004
1.0977413353592727,-0.6140449463235248,0.14984658132749132,0.0707934720955807,-1.5181100576886204,1.333980161537353,0.5000977692019999,-1.421053564752754,-0.906645418175563,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,LID00000005
-1.2420816742156497,-0.9228563894665608,-0.24335488016783227,-1.054968894656575,0.6425223976802195,-0.4503998094190272,1.5510202376269697,-1.421053564752754,1.171850696967177,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,LID00000006
-0.3730045563735358,0.36130186856805224,-0.7756798218423282,0.15255275012786018,-1.5469184904268716,-0.4503998094190272,0.49859430358193535,-0.7151855115276626,0.5656226633838778,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,LID00000007
0.8303329914078529,-1.682284380664833,0.021077199124898634,-1.6398621913490357,1.449158514351253,1.333980161537353,0.5271601503631579,-0.7151855115276626,-1.3829674445624407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,LID00000008
-0.5067087283492456,1.480174973522032,1.2450219840862904,0.17142027582761696,0.2103959066064515,1.333980161537353,-1.5566431990460103,-1.421053564752754,-0.9499474205743699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,LID00000009
-0.23930038439782594,1.3886695779247027,-0.7367071665662255,0.3789630585249417,0.9594151578009826,1.333980161537353,0.7391488027922292,1.4024186481476115,0.7388306729791062,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,LID00000010
-1.041525416252085,0.9741722286931175,0.6474083100137709,-1.5958379647162697,0.9882235905392338,1.333980161537353,-0.042653319641225124,0.6965505949225201,-1.2097594349672125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,LID00000011
-1.041525416252085,-1.031984665855515,-0.7970943000585557,0.36009553282518497,-0.5386233445880797,0.44179017605916293,0.5452017378039296,0.6965505949225201,0.2192066441934213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,LID00000012
-0.172448298409971,-1.5435363060940372,0.14916855035494586,1.259447591180259,-0.36577274815857247,0.44179017605916293,0.9751929051423297,-1.421053564752754,0.2192066441934213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,LID00000013
