Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education_High School,Education_Master's,Education_PhD,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,HasMortgage_Yes,HasDependents_Yes,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,HasCoSigner_Yes,Default
-1.4426379321792147,1.0558129213400327,-0.529639332679893,0.5361924393562484,-0.9131329701853452,-0.4503998094190272,0.316674963554151,1.4024186481476115,-0.8200414133779488,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.5735608143371006,-0.1267954128326369,-1.6984093472503978,-1.5203678619172425,-0.9995582684000989,1.333980161537353,0.6714928498893337,-0.7151855115276626,1.1285486945683698,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.7072649863128104,-0.12080979880282844,0.7041651526739308,0.548770789822753,-0.22173058446731647,1.333980161537353,0.3497512071955662,-1.421053564752754,-1.2097594349672125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
-0.6404129003249555,-0.5115188278987801,-0.35537124709044743,1.1839774883812317,-0.22173058446731647,1.333980161537353,0.0580788769030853,1.4024186481476115,0.0026966321993857336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-0.3730045563735358,-0.8959082816671228,0.6620424785045438,1.190266663614484,-1.5469184904268716,1.333980161537353,0.7511765277527436,-1.421053564752754,1.388360708961212,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.10837750223994,-1.5198250539502036,-0.888614355706932,-1.6775972427485493,1.1034573214922387,1.333980161537353,-0.09677808196354108,-0.009317458302571224,1.4749647137588262,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.10559621242211609,-0.7266926610046839,-1.5798528065717712,0.8883862524183753,1.0746488887539876,0.44179017605916293,1.1781607638510145,-0.009317458302571224,0.5223206609850707,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.5067087283492456,1.7379160274321959,-1.5622946295118958,0.06450429686232845,-1.1436004320913549,1.333980161537353,0.734638405932036,-1.421053564752754,-0.040605370199421384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-0.8409691582885203,1.622596622368633,-0.5619305577473708,-1.4700544600512244,-0.36577274815857247,-1.3425897948972172,-0.7808549390928136,-0.7151855115276626,-0.9499474205743699,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
0.29551630350501346,1.2618413527523236,1.5720871744679086,-1.0675472451230794,0.9594151578009826,1.333980161537353,1.1315533296290203,-1.421053564752754,-1.1664574325684054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8971850773957079,1.5591696651171434,-1.1905358975233227,-1.1115714717558454,-0.30815588268207006,0.44179017605916293,0.36779279463633835,-1.421053564752754,-0.9499474205743699,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0.696628819432143,1.242189014843296,0.37077167321522164,1.2783151168800158,-0.39458118089682365,-0.4503998094190272,1.6472420373110872,1.4024186481476115,-0.1705113773958425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.16181213152930363,0.8673046133969666,-0.399457385951164,-0.6713292054281866,1.5355838125660066,-0.4503998094190272,-1.10560351302671,0.6965505949225201,-0.993249422973177,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.2982975933228373,0.5731103993653512,-0.7688147582453054,-1.646151366582288,-1.5757269231651228,-0.4503998094190272,0.7406522684122931,-0.009317458302571224,-0.2138133797946496,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.2982975933228373,1.073050462172657,-0.36380425731148164,0.5047465631899871,-0.5674317773263309,-0.4503998094190272,0.16031453906746002,-1.421053564752754,-0.906645418175563,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.2314455073349824,1.502139351185063,0.24080161116541302,1.5739063528428723,0.7577561286332243,-0.4503998094190272,1.04134539242516,1.4024186481476115,-1.1231554301695983,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.172448298409971,0.8299780160351139,-1.0306194675194227,0.5927950164555188,-1.604535355903374,-0.4503998094190272,-0.5072241962411046,0.6965505949225201,1.5182667161576333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.7741170723006654,1.603483760402206,-1.4640648923643718,0.03305842069606712,-0.9419414029235964,0.44179017605916293,-0.6380257051867019,0.6965505949225201,1.0852466921695627,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.9746733302642301,1.2898427231063632,-0.9312738043962508,-1.31911425445317,-0.6826655082793357,-1.3425897948972172,0.09566551740469367,-0.7151855115276626,1.431662711360019,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.5629246474564332,1.6590754718206846,1.5166722681075784,1.284604292113268,1.3627332161364993,-1.3425897948972172,0.8654399148776333,-1.421053564752754,1.4749647137588262,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.028107959553593766,0.49999856447764807,1.5204861923281465,-0.3128462171328075,0.1239706083916979,0.44179017605916293,0.021995702021541233,-0.7151855115276626,1.388360708961212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.7741170723006654,-0.8307344499348308,-1.5581275641597936,-1.3128250792199179,0.49848023398896346,-0.4503998094190272,-0.6816262081685674,-1.421053564752754,-1.3396654421636336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.9746733302642301,-0.8781055755612976,-0.2082809029838659,0.9198321285846366,0.7001392631567219,-1.3425897948972172,0.6940448341902989,-0.7151855115276626,0.34911265138984215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.4426379321792147,-1.3277716183843324,1.0068636049796962,-1.6650188922820446,-0.6250486428028332,0.44179017605916293,-0.7447717642112694,-0.7151855115276626,-1.2530614373660196,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-1.6431941901427793,-1.724029542889892,1.0632531808630608,1.5361713014433587,1.2763079179217458,-1.3425897948972172,1.25634097609436,0.6965505949225201,-1.3829674445624407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.7634809054199979,0.4630316177441959,-0.0024561258805335068,-0.5518348759963936,0.49848023398896346,-1.3425897948972172,-1.4799664524227292,-0.7151855115276626,-0.1705113773958425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.42922047548072334,0.8446466238077347,-1.3433330023154952,-0.394605495165087,0.49848023398896346,1.333980161537353,-0.5583420273232919,-0.7151855115276626,0.82543467777672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.6404129003249555,0.8098375808446855,-0.8586962390433635,-1.2436441516541428,0.3256296375594563,1.333980161537353,-0.2050276066081733,-0.009317458302571224,0.6955286705802991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0308892493714177,-0.5608166533202497,-1.4608018683089967,-1.6335730161157833,-0.9419414029235964,-1.3425897948972172,0.4414626100194908,-1.421053564752754,-0.1705113773958425,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
